INDICE,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,NMI1,NMI2,CAPIDEP,CAPIPRO,CAPIDIS
237,APURIMAC,ABANCAY,PICHIRHUA,CURANGOPATA,-13.852368,-73.083117,7,24,NO,NO,NO
238,APURIMAC,ABANCAY,PICHIRHUA,OCRABAMBA,-13.854558,-73.085617,59,191,NO,NO,NO
239,APURIMAC,ABANCAY,PICHIRHUA,PUCAPUCA,-13.851871,-73.0848,0,0,NO,NO,NO
240,APURIMAC,ABANCAY,PICHIRHUA,TOMAPUNCO,-13.849237,-73.08483,4,12,NO,NO,NO
241,APURIMAC,ABANCAY,TAMBURCO,ANTABAMBA ALTA,-13.604531,-72.874253,12,29,NO,NO,TAMBURCO
242,APURIMAC,ABANCAY,TAMBURCO,ANTABAMBA BAJA,-13.606763,-72.875818,9,34,NO,NO,NO
243,APURIMAC,ABANCAY,TAMBURCO,CAROLINAPATA,-13.612192,-72.85305,1,3,NO,NO,NO
244,APURIMAC,ABANCAY,TAMBURCO,CCALLASPAMPA,-13.608233,-72.869497,2,4,NO,NO,NO
245,APURIMAC,ABANCAY,TAMBURCO,CCORHUANI,-13.596787,-72.86518,31,88,NO,NO,NO
246,APURIMAC,ABANCAY,TAMBURCO,COLCAQUE,-13.606867,-72.855947,51,198,NO,NO,NO
247,APURIMAC,ABANCAY,TAMBURCO,HUALLPAHUASI,-13.601725,-72.864487,5,11,NO,NO,NO
248,APURIMAC,ABANCAY,TAMBURCO,MOSOCCPAMPA,-13.604697,-72.86862,23,77,NO,NO,NO
249,APURIMAC,ABANCAY,TAMBURCO,PERASPATA,-13.609407,-72.863053,7,24,NO,NO,NO
250,APURIMAC,ABANCAY,TAMBURCO,PUCAORCCO AMPAY,-13.603015,-72.87334,1,5,NO,NO,NO
251,APURIMAC,ABANCAY,TAMBURCO,ROSASPATA,-13.60298,-72.86181,17,46,NO,NO,NO
252,APURIMAC,ABANCAY,TAMBURCO,SAN ANTONIO,-13.60822,-72.858657,60,231,NO,NO,NO
253,APURIMAC,ABANCAY,TAMBURCO,SOCCOSHUAYCCO,-13.60729,-72.865722,23,82,NO,NO,NO
254,APURIMAC,ABANCAY,TAMBURCO,TURRUMPAMPA,-13.606968,-72.861847,16,39,NO,NO,NO
255,APURIMAC,ABANCAY,TAMBURCO,WILLCUYPATA,-13.609383,-72.85255,11,31,NO,NO,NO
256,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,CCANTUPATA,-13.644085,-73.371053,27,109,NO,ANDAHUAYLAS,SAN JERONIMO
257,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,CCOTOMARCA (UNION PROGRESO),-13.642067,-73.368512,22,76,NO,NO,NO
258,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,HUASIPARA,-13.642865,-73.362303,15,51,NO,NO,NO
259,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,LACIMARCA,-13.65138,-73.355393,47,148,NO,NO,NO
260,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,PUISO,-13.64568,-73.376012,63,227,NO,NO,NO
261,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,SAN JERONIMO,-13.651582,-73.365875,2832,11829,NO,NO,NO
262,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,SAN JUAN DE YAÑECC,-13.656435,-73.367278,44,194,NO,NO,NO
263,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,SUYLLUACCA,-13.65741,-73.364573,1,1,NO,NO,NO
264,APURIMAC,ANTABAMBA,OROPESA,MANCHUCLLA,-14.254803,-72.565885,1,1,NO,ANTABAMBA,OROPESA
265,APURIMAC,ANTABAMBA,OROPESA,OROPESA,-14.260639,-72.563692,461,1667,NO,NO,NO
266,APURIMAC,AYMARAES,CAPAYA,SOCCOSALO,-14.127308,-73.29954,3,6,NO,AYMARAES,CAPAYA
267,APURIMAC,AYMARAES,CHAPIMARCA,ANCOBAMBA,-14.034469,-73.100333,159,429,NO,NO,CHAPIMARCA
268,APURIMAC,AYMARAES,CHAPIMARCA,CHAUCCA,-13.993083,-73.128145,1,2,NO,NO,NO
269,APURIMAC,AYMARAES,CHAPIMARCA,SANTA ISABEL,-13.994983,-73.173345,81,258,NO,NO,NO
270,APURIMAC,AYMARAES,CHAPIMARCA,SANTA ROSA,-13.990572,-73.17028,42,136,NO,NO,NO
271,APURIMAC,AYMARAES,CHAPIMARCA,SUPALLA,-13.995588,-73.125922,6,13,NO,NO,NO
272,APURIMAC,AYMARAES,COLCABAMBA,OROYAPAMPA,-13.990415,-73.173505,9,27,NO,NO,COLCABAMBA
273,APURIMAC,AYMARAES,HUAYLLO,CHISMAPAMPA,-14.133893,-73.296138,10,21,NO,NO,HUAYLLO
274,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,CCESHUA,-14.151402,-73.162986,2,3,NO,NO,JUSTO APU SAHUARAURA
275,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,FUNDICION,-14.138753,-73.16459,4,9,NO,NO,NO
276,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,MOLINO PATA,-14.146153,-73.16042,1,1,NO,NO,NO
277,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,PACSICA,-14.144567,-73.160682,15,28,NO,NO,NO
278,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,SAN FRANCISCO,-14.142573,-73.160908,13,45,NO,NO,NO
279,APURIMAC,AYMARAES,TAPAIRIHUA,CCAURIYO,-14.143047,-73.154948,3,8,NO,NO,TAPAIRIHUA
280,APURIMAC,AYMARAES,TAPAIRIHUA,LUYCHUPATA,-14.139748,-73.155637,50,123,NO,NO,NO
281,APURIMAC,AYMARAES,TINTAY,ALLPA ASPINA,-13.891583,-73.099983,9,19,NO,NO,TINTAY
282,APURIMAC,AYMARAES,TINTAY,CCACERRUMI,-13.89627,-73.090412,0,0,NO,NO,NO
283,APURIMAC,AYMARAES,TINTAY,CHUNCASEÑA,-13.890632,-73.102167,4,6,NO,NO,NO
284,APURIMAC,AYMARAES,TINTAY,CONCACCASA,-13.893888,-73.098155,4,8,NO,NO,NO
285,APURIMAC,AYMARAES,TINTAY,HUANCARANI,-13.895503,-73.095448,0,0,NO,NO,NO
286,APURIMAC,AYMARAES,TINTAY,MOLINO,-13.887198,-73.099805,7,27,NO,NO,NO
287,APURIMAC,AYMARAES,TINTAY,MOZABAMBA,-13.8828,-73.101432,0,0,NO,NO,NO
288,APURIMAC,AYMARAES,TORAYA,CONDEBAMBA,-14.045647,-73.283343,20,55,NO,NO,TORAYA
289,APURIMAC,CHINCHEROS,ANCO-HUALLO,CHAUPIMAYO,-13.524952,-73.680962,14,53,NO,CHINCHEROS,ANCO-HUALLO
290,APURIMAC,CHINCHEROS,ANCO-HUALLO,HUANCAPAMPA QUISPIMARCA,-13.518262,-73.676293,9,33,NO,NO,NO
291,APURIMAC,CHINCHEROS,ANCO-HUALLO,QUISPIMARCA,-13.521038,-73.672917,41,156,NO,NO,NO
292,APURIMAC,CHINCHEROS,ANCO-HUALLO,SAN PEDRO DE CHUPARO,-13.52258,-73.686613,183,599,NO,NO,NO
293,APURIMAC,CHINCHEROS,ANCO-HUALLO,UCHUICCOLLPA,-13.530675,-73.668302,24,87,NO,NO,NO
294,APURIMAC,CHINCHEROS,ANCO-HUALLO,URIPA,-13.5296,-73.674286,1720,6256,NO,NO,NO
295,APURIMAC,CHINCHEROS,CHINCHEROS,CHINCHEROS,-13.518269,-73.722715,485,1797,NO,NO,CHINCHEROS
296,APURIMAC,CHINCHEROS,CHINCHEROS,CHIPICUY,-13.515635,-73.730147,29,92,NO,NO,NO
297,APURIMAC,CHINCHEROS,CHINCHEROS,LLIMPE-CHOCCEPUQUIO,-13.507401,-73.707768,221,769,NO,NO,NO
298,APURIMAC,CHINCHEROS,CHINCHEROS,PACCAYHUAYCCO,-13.524593,-73.729498,1,7,NO,NO,NO
299,APURIMAC,CHINCHEROS,CHINCHEROS,POMACCOCHA,-13.522242,-73.732767,10,25,NO,NO,NO
300,APURIMAC,CHINCHEROS,CHINCHEROS,TEJAHUASI,-13.519218,-73.728598,88,293,NO,NO,NO
301,APURIMAC,GRAU,MAMARA,LAUFAY,-14.255907,-72.563263,2,2,NO,GRAU,MAMARA
302,AREQUIPA,AREQUIPA,AREQUIPA,AREQUIPA,-16.393339,-71.528976,14253,55437,AREQUIPA,AREQUIPA,AREQUIPA
303,AREQUIPA,AREQUIPA,MOLLEBAYA,SAN ISIDRO VIRGEN DE CHAPI MACHAHUAYA,-16.495873,-71.498934,692,1975,NO,NO,MOLLEBAYA
304,AREQUIPA,AREQUIPA,MOLLEBAYA,SAN ISIDRO_VIRGEN DE CHAPI_MACHAHUAYA,-16.495873,-71.498934,692,1975,NO,NO,NO
305,AREQUIPA,AREQUIPA,MOLLEBAYA,VILLA RESERVISTA MAYTA CAPAC,-16.50896,-71.496592,13,19,NO,NO,NO
306,AREQUIPA,AREQUIPA,POCSI,POCSI,-16.517753,-71.389802,76,170,NO,NO,POCSI
307,AREQUIPA,AREQUIPA,POCSI,TUCTUMPAYA,-16.48802,-71.333687,24,75,NO,NO,NO
308,AREQUIPA,AREQUIPA,POLOBAYA,BELLA VISTA,-16.56419,-71.362023,25,55,NO,NO,POLOBAYA
309,AREQUIPA,AREQUIPA,POLOBAYA,LA CANDELARIA,-16.57862,-71.3002,16,35,NO,NO,NO
310,AREQUIPA,AREQUIPA,POLOBAYA,NUEVO SAN JOSE DE UZUÑA,-16.576145,-71.308417,16,39,NO,NO,NO
311,AREQUIPA,AREQUIPA,POLOBAYA,POLOBAYA GRANDE,-16.565834,-71.368339,41,114,NO,NO,NO
312,AREQUIPA,AREQUIPA,POLOBAYA,TOTORANE,-16.568437,-71.278743,9,33,NO,NO,NO
313,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,TAMBILLO,-16.349075,-72.126976,155,448,NO,NO,SAN JUAN DE SIGUAS
314,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,MOLINO VIEJO,-16.282473,-72.073142,2,6,NO,NO,SANTA ISABEL DE SIGUAS
315,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,SONDOR,-16.279033,-72.077337,21,63,NO,NO,NO
316,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,TASARAO,-16.275457,-72.073493,1,2,NO,NO,NO
317,AREQUIPA,AREQUIPA,VITOR,28 DE JULIO,-16.459587,-71.929197,37,76,NO,NO,VITOR
318,AREQUIPA,AREQUIPA,VITOR,EL MIRADOR,-16.459813,-71.928512,5,11,NO,NO,NO
319,AREQUIPA,AREQUIPA,VITOR,LAS PALMERAS,-16.458155,-71.926617,43,145,NO,NO,NO
320,AREQUIPA,AREQUIPA,VITOR,PUEBLO NUEVO,-16.457918,-71.922458,10,25,NO,NO,NO
321,AREQUIPA,AREQUIPA,VITOR,VIRGEN DE CHAPI,-16.456488,-71.923247,37,132,NO,NO,NO
322,AREQUIPA,AREQUIPA,VITOR,VITOR,-16.46597,-71.93574,339,1126,NO,NO,NO
323,AREQUIPA,AREQUIPA,YARABAMBA,SAN ANTONIO,-16.57018,-71.454714,338,707,NO,NO,YARABAMBA
324,AREQUIPA,AREQUIPA,YARABAMBA,SOGAY,-16.568007,-71.439854,26,85,NO,NO,NO
325,AREQUIPA,AREQUIPA,YURA,CONO NORTE,-16.293369,-71.62892,11465,31053,NO,NO,YURA
326,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,URASQUI,-16.031375,-73.174352,70,249,NO,CAMANA,MARIANO NICOLAS VALCARCEL
327,AREQUIPA,CAMANA,MARISCAL CACERES,PUCCHUN,-16.598552,-72.774292,886,3588,NO,NO,MARISCAL CACERES
328,AREQUIPA,CAMANA,MARISCALCACERES,PUCCHUN,-16.598552,-72.774292,886, 3588,NO,NO,MARISCALCACERES
329,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,EL MEDIO,-16.585622,-72.704643, 456,1526,NO,NO,NICOLAS DE PIEROLA
330,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,EL MEDIO,-16.585622,-72.704643,456,1526,NO,NO,NO
331,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,SAN GREGORIO,-16.573138,-72.715877,1420,4532,NO,NO,NO
332,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,SAN JACINTO,-16.591384,-72.706853,283,927,NO,NO,NO
333,AREQUIPA,CAMANA,OCOÑA,EL OLIVAR,-16.389652,-73.249988,0,0,NO,NO,OCOÑA
334,AREQUIPA,CAMANA,OCOÑA,LA PLANCHADA,-16.400138,-73.223247,242,804,NO,NO,NO
335,AREQUIPA,CAMANA,OCOÑA,PESCADORES,-16.387105,-73.252005,98,263,NO,NO,NO
336,AREQUIPA,CAMANA,OCOÑA,PUEBLO VIEJO,-16.418869,-73.1239,66,228,NO,NO,NO
337,AREQUIPA,CAMANA,SAMUEL PASTOR,7 DE JUNIO,-16.612932,-72.68466,0,0,NO,NO,SAMUEL PASTOR
338,AREQUIPA,CAMANA,SAMUEL PASTOR,EL BUEN PASTOR,-16.611057,-72.68156,25,38,NO,NO,NO
339,AREQUIPA,CAMANA,SAMUEL PASTOR,HABITAT LA PAMPA,-16.619355,-72.682836,1624,5111,NO,NO,NO
340,AREQUIPA,CAMANA,SAMUEL PASTOR,OASIS,-16.61627,-72.684078,25,73,NO,NO,NO
341,AREQUIPA,CAMANA,SAMUEL PASTOR,PAMPA COLORADO,-16.621662,-72.686292,0,0,NO,NO,NO
342,AREQUIPA,CARAVELI,ACARI,AMATO,-15.311848,-74.575318,13,29,NO,CARAVELI,ACARI
343,AREQUIPA,CARAVELI,ACARI,CALAPAMPA,-15.27698,-74.567088,9,17,NO,NO,NO
344,AREQUIPA,CARAVELI,ACARI,DESPENSA,-15.277007,-74.561352,0,0,NO,NO,NO
345,AREQUIPA,CARAVELI,ACARI,EL MOLINO,-15.362735,-74.593175,113,301,NO,NO,NO
346,AREQUIPA,CARAVELI,ACARI,HUARATO,-15.282325,-74.570718,21,53,NO,NO,NO
347,AREQUIPA,CARAVELI,ACARI,MACHAYNIOC,-15.19425,-74.528658,27,101,NO,NO,NO
348,AREQUIPA,CARAVELI,ACARI,PLANTA OTAPARA,-15.308706,-74.580552,85,427,NO,NO,NO
349,AREQUIPA,CARAVELI,ACARI,SANTA ROSA,-15.302233,-74.57758,3,9,NO,NO,NO
350,AREQUIPA,CARAVELI,ATICO,CHORRILLOS,-16.193342,-73.727895,75,237,NO,NO,ATICO
351,AREQUIPA,CARAVELI,ATICO,LA FLORIDA,-16.226425,-73.61415,1262,4364,NO,NO,NO
352,AREQUIPA,CARAVELI,CARAVELI, CARAVELI, -15.772551,-73.365752,1031,104,NO,NO,CARAVELI
353,AREQUIPA,CARAVELI,CARAVELI,CARAVELI,-15.772551,-73.365752,1031,4104,NO,NO,NO
354,AREQUIPA,CARAVELI,CARAVELI,CASPAYA,-15.780482,-73.354905,0,0,NO,NO,NO
355,AREQUIPA,CARAVELI,CARAVELI,LA OLLERIA,-15.779337,-73.35826,0,0,NO,NO,NO
356,AREQUIPA,CARAVELI,CHAPARRA,4 HORAS,-15.704252,-73.886157,20,334,NO,NO,CHAPARRA
357,AREQUIPA,CARAVELI,CHAPARRA,PUEBLO VIEJO (CHAPARRA),-15.738624,-73.862856,339,1426,NO,NO,NO
358,AREQUIPA,CASTILLA,APLAO,BERINGA,-16.041925,-72.484147,1,1,NO,CASTILLA,APLAO
359,AREQUIPA,CAYLLOMA,CALLALLI,POQUECHATA,-15.500595,-71.436447,0,0,NO,CAYLLOMA,CALLALLI
360,AREQUIPA,CAYLLOMA,CHIVAY,CANOCOTA,-15.558227,-71.560739,49,95,NO,NO,CHIVAY
361,AREQUIPA,CAYLLOMA,CHIVAY,CCALLUMA,-15.64267,-71.59011,1,1,NO,NO,NO
362,AREQUIPA,CAYLLOMA,CHIVAY,CRUZ PATA (MOQO HOQO),-15.56302,-71.54817,0,0,NO,NO,NO
363,AREQUIPA,CAYLLOMA,CHIVAY,MOLINO,-15.642997,-71.588248,0,0,NO,NO,NO
364,AREQUIPA,CAYLLOMA,CHIVAY,YURACMOCCO,-15.648767,-71.602288,0,0,NO,NO,NO
365,AREQUIPA,CAYLLOMA,COPORAQUE,COPORAQUE,-15.627322,-71.645984,238,760,NO,NO,COPORAQUE
366,AREQUIPA,CAYLLOMA,ICHUPAMPA,ICHUPAMPA,-15.650039,-71.686668,210,538,NO,NO,ICHUPAMPA
367,AREQUIPA,CAYLLOMA,LARI,ANTACCOLLO,-15.616632,-71.767845,0,0,NO,NO,LARI
368,AREQUIPA,CAYLLOMA,LARI,LARI,-15.618208,-71.772602,292,849,NO,NO,NO
369,AREQUIPA,CAYLLOMA,LARI,UTAHUANTA,-15.618503,-71.768742,0,0,NO,NO,NO
370,AREQUIPA,CAYLLOMA,MACA,CHULLUPATA 1,-15.658117,-71.774123,0,0,NO,NO,MACA
371,AREQUIPA,CAYLLOMA,MACA,CHULLUPATA 2,-15.660315,-71.770452,1,1,NO,NO,NO
372,AREQUIPA,CAYLLOMA,MACA,MACA,-15.641371,-71.76844,286,691,NO,NO,NO
373,AREQUIPA,CAYLLOMA,MADRIGAL,MADRIGAL,-15.608281,-71.807406,261,641,NO,NO,MADRIGAL
374,AREQUIPA,CAYLLOMA,SIBAYO,SIBAYO,-15.486031,-71.457044,155,539,NO,NO,SIBAYO
375,AREQUIPA,CAYLLOMA,TISCO,LLONTATAQUE,-15.339063,-71.444397,0,0,NO,NO,TISCO
376,AREQUIPA,CAYLLOMA,TISCO,TISCO,-15.347014,-71.446305,76,460,NO,NO,NO
377,AREQUIPA,CAYLLOMA,TUTI,SUYOPATA,-15.52942,-71.551657,2,3,NO,NO,TUTI
378,AREQUIPA,CAYLLOMA,TUTI,TUTI,-15.533056,-71.54977,187,528,NO,NO,NO
379,AREQUIPA,CONDESUYOS,RIO GRANDE,APILLAO,-15.911392,-73.05036,2,2,NO,CONDESUYOS,RIO GRANDE
380,AREQUIPA,CONDESUYOS,RIO GRANDE,AVISPA,-15.914187,-73.051873,35,80,NO,NO,NO
381,AREQUIPA,CONDESUYOS,RIO GRANDE,PIUCA,-16.010093,-73.168203,151,404,NO,NO,NO
382,AYACUCHO,CANGALLO,CANGALLO,CANGALLO,-13.629033,-74.14382,562,2206,AYACUCHO,CANGALLO,CANGALLO
383,AYACUCHO,CANGALLO,CANGALLO,CHOCCEPUQUIO,-13.62928,-74.138298,0,0,NO,NO,NO
384,AYACUCHO,CANGALLO,CANGALLO,HUANCARUCMA,-13.655257,-74.099385,51,110,NO,NO,NO
385,AYACUCHO,CANGALLO,CANGALLO,PAMPA CRUZ,-13.653635,-74.104032,91,282,NO,NO,NO
386,AYACUCHO,CANGALLO,CANGALLO,PATA CANGALLO,-13.624695,-74.141432,11,28,NO,NO,NO
387,AYACUCHO,CANGALLO,CHUSCHI,QUISPILLACCTA,-13.583983,-74.354983,181,412,NO,NO,CHUSCHI
388,AYACUCHO,CANGALLO,TOTOS,ACCOPAMPA,-13.570625,-74.520773,2,5,NO,NO,TOTOS
389,AYACUCHO,CANGALLO,TOTOS,AYAPATA,-13.579075,-74.468798,7,15,NO,NO,NO
390,AYACUCHO,CANGALLO,TOTOS,BARRIOS ALTOS,-13.571403,-74.517955,7,15,NO,NO,NO
391,AYACUCHO,CANGALLO,TOTOS,CCATUN LAMBRAS,-13.580635,-74.47074,25,46,NO,NO,NO
392,AYACUCHO,CANGALLO,TOTOS,CHECCCHEPATA,-13.57499,-74.5155,1,1,NO,NO,NO
393,AYACUCHO,CANGALLO,TOTOS,MANZANAMOCCO,-13.571315,-74.519473,4,13,NO,NO,NO
394,AYACUCHO,CANGALLO,TOTOS,QUIÃ‘ASI,-13.576838,-74.470068,37,103,NO,NO,NO
395,AYACUCHO,CANGALLO,TOTOS,QUIÑASI,-13.576838,-74.470068,37,103,NO,NO,NO
396,AYACUCHO,CANGALLO,TOTOS,ROSASPATA,-13.566925,-74.518892,5,27,NO,NO,NO
397,AYACUCHO,CANGALLO,TOTOS,SOL NACIENTE,-13.580917,-74.473277,0,0,NO,NO,NO
398,AYACUCHO,CANGALLO,TOTOS,TOTOS,-13.567619,-74.522805,139,288,NO,NO,NO
399,AYACUCHO,CANGALLO,TOTOS,VERACRUZ,-13.569302,-74.523632,171,517,NO,NO,NO
400,AYACUCHO,CANGALLO,TOTOS,VILLA VISTA (CCATUN RUMI),-13.568907,-74.470768,19,45,NO,NO,NO
401,AYACUCHO,CANGALLO,TOTOS,VISTA ALEGRE,-13.578407,-74.475402,17,49,NO,NO,NO
402,AYACUCHO,HUAMANGA,ANDRÃ‰S AVELINO CÃCERES DORREGARAY,JARDÃN,-13.162762,-74.213873,6157,25031,NO,HUAMANGA,ANDRÃ‰S AVELINO CÃCERES DORREGARAY
403,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERES DORREGARAY,JARDÍN,-13.162762,-74.213873,6157,25031,NO,NO,ANDRÉS AVELINO CÁCERES DORREGARAY
404,AYACUCHO,HUAMANGA,JESUS NAZARENO,LAS NAZARENAS,-13.154086,-74.212547,4167,17590,NO,NO,JESUS NAZARENO
405,AYACUCHO,HUANCA SANCOS,CARAPO,YUPIPAMPA,-13.843477,-74.248612,1,1,NO,HUANCA SANCOS,CARAPO
406,AYACUCHO,HUANCA SANCOS,SACSAMARCA,ALLPARMA,-14.125245,-74.279687,0,0,NO,NO,SACSAMARCA
407,AYACUCHO,HUANCA SANCOS,SACSAMARCA,ANTACANCHA,-14.093103,-74.232395,0,0,NO,NO,NO
408,AYACUCHO,HUANCA SANCOS,SACSAMARCA,CCATUN HUASI,-14.122381,-74.268346,0,0,NO,NO,NO
409,AYACUCHO,HUANCA SANCOS,SACSAMARCA,CCATUNRUME,-14.105412,-74.22854,0,0,NO,NO,NO
410,AYACUCHO,HUANCA SANCOS,SACSAMARCA,CCENHUACUCHO,-14.11631,-74.210978,0,0,NO,NO,NO
411,AYACUCHO,HUANCA SANCOS,SACSAMARCA,CUSICHACMA,-14.113695,-74.253641,0,0,NO,NO,NO
412,AYACUCHO,HUANCA SANCOS,SACSAMARCA,JARHUAY,-14.042328,-74.20712,0,0,NO,NO,NO
413,AYACUCHO,HUANCA SANCOS,SACSAMARCA,JARHUAYPAMPA,-14.074932,-74.206995,1,1,NO,NO,NO
414,AYACUCHO,HUANCA SANCOS,SACSAMARCA,JONTACC,-14.122188,-74.268405,0,0,NO,NO,NO
415,AYACUCHO,HUANCA SANCOS,SACSAMARCA,PAMPAHUASI,-14.093525,-74.237015,0,0,NO,NO,NO
416,AYACUCHO,HUANCA SANCOS,SACSAMARCA,PUTACCASA,-14.116132,-74.200647,9,20,NO,NO,NO
417,AYACUCHO,HUANCA SANCOS,SACSAMARCA,SANGRILLAJASA,-14.072065,-74.174989,0,0,NO,NO,NO
418,AYACUCHO,HUANCA SANCOS,SACSAMARCA,VERDECORRALPAMPA,-14.094523,-74.168498,0,0,NO,NO,NO
419,AYACUCHO,HUANCA SANCOS,SANCOS,ATARACRA,-13.99792,-74.548897,2,2,NO,NO,SANCOS
420,AYACUCHO,HUANCA SANCOS,SANCOS,BALCONNIYOCC,-13.894757,-74.718055,0,0,NO,NO,NO
421,AYACUCHO,HUANCA SANCOS,SANCOS,CACSI,-13.998902,-74.683423,0,0,NO,NO,NO
422,AYACUCHO,HUANCA SANCOS,SANCOS,CANLLAPAMPA,-14.042615,-74.551698,1,1,NO,NO,NO
423,AYACUCHO,HUANCA SANCOS,SANCOS,CARPIO,-14.125443,-74.412373,0,0,NO,NO,NO
424,AYACUCHO,HUANCA SANCOS,SANCOS,CHACATA CHAUPICANCHA,-13.867307,-74.701659,2,2,NO,NO,NO
425,AYACUCHO,HUANCA SANCOS,SANCOS,CHIRIBAMBA,-13.960412,-74.64812,3,5,NO,NO,NO
426,AYACUCHO,HUANCA SANCOS,SANCOS,CHUYMALA,-13.948071,-74.390181,0,0,NO,NO,NO
427,AYACUCHO,HUANCA SANCOS,SANCOS,HUAYLAS,-13.96859,-74.69011,1,2,NO,NO,NO
428,AYACUCHO,HUANCA SANCOS,SANCOS,INCACANCHA,-14.096448,-74.555483,1,1,NO,NO,NO
429,AYACUCHO,HUANCA SANCOS,SANCOS,MATAPUQUIO,-13.902908,-74.367257,0,0,NO,NO,NO
430,AYACUCHO,HUANCA SANCOS,SANCOS,PACOPAMPA,-13.913583,-74.375385,1,1,NO,NO,NO
431,AYACUCHO,HUANCA SANCOS,SANCOS,POMASAPA,-13.962857,-74.359843,2,2,NO,NO,NO
432,AYACUCHO,HUANCA SANCOS,SANCOS,RUPACCPAMPA,-13.854371,-74.678917,2,2,NO,NO,NO
433,AYACUCHO,HUANCA SANCOS,SANCOS,SAN ANDRES,-14.137908,-74.409763,1,2,NO,NO,NO
434,AYACUCHO,HUANCA SANCOS,SANCOS,SANTA ROSA,-13.857089,-74.720794,2,6,NO,NO,NO
435,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,CCALLACCOCHA,-13.819752,-74.654818,0,0,NO,NO,SANTIAGO DE LUCANAMARCA
436,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,CHISCCE,-13.743522,-74.602618,4,5,NO,NO,NO
437,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,CROSIDOYOC,-13.773863,-74.65864,1,1,NO,NO,NO
438,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,MARANNIYOCC,-13.772363,-74.723775,0,0,NO,NO,NO
439,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,PIÑA CCOCHA,-13.769045,-74.707547,1,1,NO,NO,NO
440,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,PIÑA CCOCHA,-13.769045,-74.707547,1,1,NO,NO,NO
441,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,PUCULLUPAMPA,-13.72812,-74.601515,0,0,NO,NO,NO
442,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,TRAJIN,-13.786315,-74.676368,1,1,NO,NO,NO
443,AYACUCHO,HUANTA,HUANTA,CALLQUI,-12.931846,-74.236205,109,392,NO,HUANTA,HUANTA
444,AYACUCHO,HUANTA,HUANTA,CCANIS,-12.926116,-74.242864,33,106,NO,NO,NO
445,AYACUCHO,HUANTA,HUANTA,HUANTA,-12.939418,-74.247958,7796,31757,NO,NO,NO
446,AYACUCHO,HUANTA,HUANTA,PALMAYOCC,-12.930628,-74.263624,18,63,NO,NO,NO
447,AYACUCHO,HUANTA,HUANTA,SOCCOSCCOCHA,-12.934649,-74.23171,2,15,NO,NO,NO
448,AYACUCHO,HUANTA,HUANTA,UCHCUMARCA,-12.926883,-74.24238,54,184,NO,NO,NO
449,AYACUCHO,HUANTA,HUANTA,VISTA ALEGRE,-12.922453,-74.243406,33,121,NO,NO,NO
450,AYACUCHO,LUCANAS,AUCARA,ACCOMOCCO,-14.1825,-74.22108,0,0,NO,LUCANAS,AUCARA
451,AYACUCHO,LUCANAS,AUCARA,AVILA PATA,-14.25946,-74.305394,0,0,NO,NO,NO
452,AYACUCHO,LUCANAS,AUCARA,AYAHUAYOCC,-14.227785,-74.21076,0,0,NO,NO,NO
453,AYACUCHO,LUCANAS,AUCARA,BERROCALNIYOCC,-14.269643,-74.249847,2,2,NO,NO,NO
454,AYACUCHO,LUCANAS,AUCARA,BUENA VISTA,-14.19008,-74.20201,0,0,NO,NO,NO
455,AYACUCHO,LUCANAS,AUCARA,CCAPARI,-14.22722,-74.216162,0,0,NO,NO,NO
